编号|歌名|歌手|语别|类别|拼音|字数|笔画|新歌|版本|原唱音轨|音量|点击率|时长
89118699|Drenched|曲碗婷|1|1|D|1||1||0|60|0|
89118920|Fixmeup|阎伟伶|1|1|FMU|1||1||0|60|0|
89119106|Dreamalittledreamofme|MICHAELBUBLE|4|1|DALDOM|1||0|1|0|6959|0|00:00
89119107|Feelinggood|MICHAELBUBLE|4|1|FG|1||0|1|0|6454|0|00:00
89119108|howcanyoumendabrokenheart|MICHAELBUBLE|4|1|HCYMABH|1||0|1|0|6656|0|00:00
89119112|Iknewyouweretrouble|TaylorSwift|1|1|IKYWT|1||0|1|0|6757|0|00:00
89119175|残|赵鹏|1|1|C|1|1|0|1|1|6454|0|00:00
89119205|I，msorry|C.N.blue|1|1|IS|1||0|1|0|5848|0|00:00
89119208|Don,tstopthemusic|Dreamgirl|1|1|DSTM|1||0|1|1|6252|0|00:00
89119240|Colourlove|于英楠|1|1|CL|1||0|1|0|6252|0|00:00
89119260|201314|何洁|1|1|ELYSYS|1||0|1|1|6757|0|00:00
89119465|IGOTABOY|girlgenertion|4|1|IGAB|1||0|1|0|5848|0|00:00
89119842|AFineRomance|KarenMok|4|1|AFR|1||0|1|0|4035|0|00:00
89119843|Ican,tgiveyouanythingbuelove|KarenMok|4|1|ICGYABL|1||0|1|0|4434|0|00:00
